CODCLI,CODCARPR_NORM,NOMBRE_CARRERA_FUENTE,JORNADA_FUENTE,MODALIDAD,JOR,VERSION,CODIGO_CARRERA_SIES_FINAL,SIES_RESOLUCION_HEURISTICA,SIES_CONFIANZA_POST,DURACION_ESTUDIOS_REF,ESTADO_CARGA_PREGRADO,CODIGOS_SIES_POTENCIALES,SIES_MATCH_DIAG,COD_CAR_FINAL_SIES
20241ICIB021,ICIB,INGENIERIA EN CIBERSEGURIDAD,V,1,2,1,I162S2C46J2V1,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C46J2V1 | I162S2C46J2V2 | I162S2C46J2V3,MATCH_SIES_AMBIGUO,46
20241ICIB160,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20253IADM017,IADM,INGENIERIA EN ADMINISTRACION DE EMPRESAS,O,3,4,1,I162S2C76J4V1,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C76J4V1 | I162S2C76J4V2,MATCH_SIES_AMBIGUO,76
20251IADM049,IADM,INGENIERIA EN ADMINISTRACION DE EMPRESAS,O,3,4,1,I162S2C76J4V1,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C76J4V1 | I162S2C76J4V2,MATCH_SIES_AMBIGUO,76
20242IADM010,IADM,INGENIERIA EN ADMINISTRACION DE EMPRESAS,O,3,4,1,I162S2C76J4V1,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C76J4V1 | I162S2C76J4V2,MATCH_SIES_AMBIGUO,76
20252ADMP021,ADMP,ADMINISTRACION PUBLICA,O,3,4,1,I162S2C83J4V1,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C83J4V1 | I162S2C83J4V2,MATCH_SIES_AMBIGUO,83
20251CIIND026,CIIND,CONTINUIDAD INGENIERIA INDUSTRIAL,O,3,4,2,I162S2C22J4V2,REGLA_TIPO_PLAN_JORNADA,95%,4,OK_CARGA_PREGRADO,I162S2C22J2V2 | I162S2C22J4V2,MATCH_SIES_AMBIGUO,22
20241ICIB039,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20252IADM004,IADM,INGENIERIA EN ADMINISTRACION DE EMPRESAS,O,3,4,1,I162S2C76J4V1,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C76J4V1 | I162S2C76J4V2,MATCH_SIES_AMBIGUO,76
20251ICRE015,ICRE,INGENIERIA EN CONECTIVIDAD Y REDES,V,1,2,,,PENDIENTE_GOBERNANZA,0%,,EXCLUIDO_SIN_MATCH_SIES,I162S2C3J2V1 | I162S2C3J2V2 | I162S2C3J2V3 | I162S2C3J2V4,MATCH_SIES_AMBIGUO,
20241ICIB114,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20251TENS072,TENS,TECNICO EN ENFERMERIA,D,1,1,1,I162S2C91J1V1,REGLA_TIPO_PLAN_JORNADA,95%,5,OK_CARGA_PREGRADO,I162S2C91J1V1 | I162S2C91J2V1,MATCH_SIES_AMBIGUO,91
20221TTMREOL015,TTMREOL,TECNICO EN CONECTIVIDAD Y REDES,O,3,4,,,PENDIENTE_GOBERNANZA,0%,,EXCLUIDO_SIN_MATCH_SIES,I162S2C6J4V1 | I162S2C6J4V2,MATCH_SIES_AMBIGUO,
20251CIIND034,CIIND,CONTINUIDAD INGENIERIA INDUSTRIAL,O,3,4,2,I162S2C22J4V2,REGLA_TIPO_PLAN_JORNADA,95%,4,OK_CARGA_PREGRADO,I162S2C22J2V2 | I162S2C22J4V2,MATCH_SIES_AMBIGUO,22
20251CIIND038,CIIND,CONTINUIDAD INGENIERIA INDUSTRIAL,O,3,4,2,I162S2C22J4V2,REGLA_TIPO_PLAN_JORNADA,95%,4,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C22J2V2 | I162S2C22J4V2,MATCH_SIES_AMBIGUO,22
20251CIIND032,CIIND,CONTINUIDAD INGENIERIA INDUSTRIAL,O,3,4,2,I162S2C22J4V2,REGLA_TIPO_PLAN_JORNADA,95%,4,OK_CARGA_PREGRADO,I162S2C22J2V2 | I162S2C22J4V2,MATCH_SIES_AMBIGUO,22
20251ICIB095,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20251ICIB007,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20252ICIB007,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20241ICIB037,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20241ICIB093,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20252ICIB021,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20251ADMP070,ADMP,ADMINISTRACION PUBLICA,O,3,4,1,I162S2C83J4V1,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C83J4V1 | I162S2C83J4V2,MATCH_SIES_AMBIGUO,83
20251ADMP040,ADMP,ADMINISTRACION PUBLICA,O,3,4,1,I162S2C83J4V1,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C83J4V1 | I162S2C83J4V2,MATCH_SIES_AMBIGUO,83
20251ICIB069,ICIB,INGENIERIA EN CIBERSEGURIDAD,D,1,1,1,I162S2C46J1V1,REGLA_TIPO_PLAN_JORNADA,95%,8,OK_CARGA_PREGRADO,I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V3,MATCH_SIES_AMBIGUO,46
20241ICIB086,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20251ADMP041,ADMP,ADMINISTRACION PUBLICA,O,3,4,1,I162S2C83J4V1,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C83J4V1 | I162S2C83J4V2,MATCH_SIES_AMBIGUO,83
20251IADM015,IADM,INGENIERIA EN ADMINISTRACION DE EMPRESAS,O,3,4,1,I162S2C76J4V1,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C76J4V1 | I162S2C76J4V2,MATCH_SIES_AMBIGUO,76
20251IADM015,IADM,INGENIERIA EN ADMINISTRACION DE EMPRESAS,O,3,4,1,I162S2C76J4V1,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C76J4V1 | I162S2C76J4V2,MATCH_SIES_AMBIGUO,76
20232IETMREOL007,IETMREOL,INGENIERIA EN CONECTIVIDAD Y REDES,O,3,4,,,PENDIENTE_GOBERNANZA,0%,,EXCLUIDO_SIN_MATCH_SIES,I162S2C3J4V1 | I162S2C3J4V2,MATCH_SIES_AMBIGUO,
20251TCRE033,TCRE,TECNICO EN CONECTIVIDAD Y REDES,V,1,2,,,PENDIENTE_GOBERNANZA,0%,,EXCLUIDO_SIN_MATCH_SIES,I162S2C6J2V1 | I162S2C6J2V2,MATCH_SIES_AMBIGUO,
20241ICIB109,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20241ICIB090,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20241TPAS010,TPAS,TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS,D,1,1,1,I162S2C57J1V1,REGLA_TIPO_PLAN_JORNADA,95%,5,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C57J1V1 | I162S2C57J2V1,MATCH_SIES_AMBIGUO,57
20252ICIB031,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20241ICIB157,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20252IADM006,IADM,INGENIERIA EN ADMINISTRACION DE EMPRESAS,O,3,4,1,I162S2C76J4V1,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C76J4V1 | I162S2C76J4V2,MATCH_SIES_AMBIGUO,76
20241ICIB157,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20251ICRE023,ICRE,INGENIERIA EN CONECTIVIDAD Y REDES,V,1,2,,,PENDIENTE_GOBERNANZA,0%,,EXCLUIDO_SIN_MATCH_SIES,I162S2C3J2V1 | I162S2C3J2V2 | I162S2C3J2V3 | I162S2C3J2V4,MATCH_SIES_AMBIGUO,
20252ADMP005,ADMP,ADMINISTRACION PUBLICA,O,3,4,1,I162S2C83J4V1,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C83J4V1 | I162S2C83J4V2,MATCH_SIES_AMBIGUO,83
20252AUDT010,AUDT,AUDITORIA,O,3,4,1,I162S2C86J4V1,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C86J4V1 | I162S2C86J4V2,MATCH_SIES_AMBIGUO,86
20252IIND025,IIND,INGENIERIA INDUSTRIAL,O,3,4,2,I162S2C87J4V2,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C87J4V1 | I162S2C87J4V2,MATCH_SIES_AMBIGUO,87
20251ICIB027,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20251IINF058,IINF,INGENIERIA EN INFORMATICA,D,1,1,2,I162S2C1J1V2,REGLA_TIPO_PLAN_JORNADA,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C1J1V2 | I162S2C1J2V1 | I162S2C1J2V2 | I162S2C1J2V3 | I162S2C1J2V4,MATCH_SIES_AMBIGUO,1
20251TENS086,TENS,TECNICO EN ENFERMERIA,D,1,1,1,I162S2C91J1V1,REGLA_TIPO_PLAN_JORNADA,95%,5,OK_CARGA_PREGRADO,I162S2C91J1V1 | I162S2C91J2V1,MATCH_SIES_AMBIGUO,91
20251AUDT019,AUDT,AUDITORIA,O,3,4,1,I162S2C86J4V1,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C86J4V1 | I162S2C86J4V2,MATCH_SIES_AMBIGUO,86
20253ICIB013,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20252ICIB008,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20241ICIB072,ICIB,INGENIERIA EN CIBERSEGURIDAD,V,1,2,1,I162S2C46J2V1,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C46J2V1 | I162S2C46J2V2 | I162S2C46J2V3,MATCH_SIES_AMBIGUO,46
20251AUDT037,AUDT,AUDITORIA,O,3,4,1,I162S2C86J4V1,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C86J4V1 | I162S2C86J4V2,MATCH_SIES_AMBIGUO,86
20251CIIND017,CIIND,CONTINUIDAD INGENIERIA INDUSTRIAL,O,3,4,2,I162S2C22J4V2,REGLA_TIPO_PLAN_JORNADA,95%,4,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C22J2V2 | I162S2C22J4V2,MATCH_SIES_AMBIGUO,22
20251AUDT031,AUDT,AUDITORIA,O,3,4,1,I162S2C86J4V1,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C86J4V1 | I162S2C86J4V2,MATCH_SIES_AMBIGUO,86
20252ICIB027,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20251AUDT007,AUDT,AUDITORIA,O,3,4,1,I162S2C86J4V1,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C86J4V1 | I162S2C86J4V2,MATCH_SIES_AMBIGUO,86
20251ICIB086,ICIB,INGENIERIA EN CIBERSEGURIDAD,V,1,2,1,I162S2C46J2V1,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C46J2V1 | I162S2C46J2V2 | I162S2C46J2V3,MATCH_SIES_AMBIGUO,46
20241ICIB154,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20252IIND029,IIND,INGENIERIA INDUSTRIAL,O,3,4,2,I162S2C87J4V2,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C87J4V1 | I162S2C87J4V2,MATCH_SIES_AMBIGUO,87
20251ICDA036,ICDA,INGENIERIA EN CIENCIA DE DATOS,O,3,4,1,I162S2C88J4V1,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C88J4V1 | I162S2C88J4V2,MATCH_SIES_AMBIGUO,88
20251ICIB024,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20251IINF054,IINF,INGENIERIA EN INFORMATICA,V,1,2,,,PENDIENTE_GOBERNANZA,0%,,EXCLUIDO_SIN_MATCH_SIES,I162S2C1J2V1 | I162S2C1J2V4,MATCH_SIES_AMBIGUO,
20251AUDT044,AUDT,AUDITORIA,O,3,4,1,I162S2C86J4V1,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C86J4V1 | I162S2C86J4V2,MATCH_SIES_AMBIGUO,86
20252IADM001,IADM,INGENIERIA EN ADMINISTRACION DE EMPRESAS,O,3,4,1,I162S2C76J4V1,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C76J4V1 | I162S2C76J4V2,MATCH_SIES_AMBIGUO,76
20252AUDT016,AUDT,AUDITORIA,O,3,4,1,I162S2C86J4V1,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C86J4V1 | I162S2C86J4V2,MATCH_SIES_AMBIGUO,86
20241IADM007,IADM,INGENIERIA EN ADMINISTRACION DE EMPRESAS,O,3,4,1,I162S2C76J4V1,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C76J4V1 | I162S2C76J4V2,MATCH_SIES_AMBIGUO,76
20251IADM009,IADM,INGENIERIA EN ADMINISTRACION DE EMPRESAS,O,3,4,1,I162S2C76J4V1,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C76J4V1 | I162S2C76J4V2,MATCH_SIES_AMBIGUO,76
20241TPAS172,TPAS,TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS,D,1,1,1,I162S2C57J1V1,REGLA_TIPO_PLAN_JORNADA,95%,5,OK_CARGA_PREGRADO,I162S2C57J1V1 | I162S2C57J2V1,MATCH_SIES_AMBIGUO,57
20252IADM031,IADM,INGENIERIA EN ADMINISTRACION DE EMPRESAS,O,3,4,1,I162S2C76J4V1,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C76J4V1 | I162S2C76J4V2,MATCH_SIES_AMBIGUO,76
20231IECSRE010,IECSRE,INGENIERIA EN CIBERSEGURIDAD,V,1,2,1,I162S2C46J2V1,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C46J2V1 | I162S2C46J2V2 | I162S2C46J2V3,MATCH_SIES_AMBIGUO,46
20252IIND003,IIND,INGENIERIA INDUSTRIAL,O,3,4,2,I162S2C87J4V2,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C87J4V1 | I162S2C87J4V2,MATCH_SIES_AMBIGUO,87
20252ICIB016,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20251CIIND040,CIIND,CONTINUIDAD INGENIERIA INDUSTRIAL,O,3,4,2,I162S2C22J4V2,REGLA_TIPO_PLAN_JORNADA,95%,4,OK_CARGA_PREGRADO,I162S2C22J2V2 | I162S2C22J4V2,MATCH_SIES_AMBIGUO,22
20241IINF055,IINF,INGENIERIA EN INFORMATICA,D,1,1,2,I162S2C1J1V2,REGLA_TIPO_PLAN_JORNADA,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C1J1V2 | I162S2C1J2V1 | I162S2C1J2V2 | I162S2C1J2V3 | I162S2C1J2V4,MATCH_SIES_AMBIGUO,1
20241ICIB116,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20253IADM016,IADM,INGENIERIA EN ADMINISTRACION DE EMPRESAS,O,3,4,1,I162S2C76J4V1,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C76J4V1 | I162S2C76J4V2,MATCH_SIES_AMBIGUO,76
20251TCRE046,TCRE,TECNICO EN CONECTIVIDAD Y REDES,V,1,2,,,PENDIENTE_GOBERNANZA,0%,,EXCLUIDO_SIN_MATCH_SIES,I162S2C6J2V1 | I162S2C6J2V2,MATCH_SIES_AMBIGUO,
20252ADMP011,ADMP,ADMINISTRACION PUBLICA,O,3,4,1,I162S2C83J4V1,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C83J4V1 | I162S2C83J4V2,MATCH_SIES_AMBIGUO,83
20252ADMP016,ADMP,ADMINISTRACION PUBLICA,O,3,4,1,I162S2C83J4V1,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C83J4V1 | I162S2C83J4V2,MATCH_SIES_AMBIGUO,83
20251ICIB008,ICIB,INGENIERIA EN CIBERSEGURIDAD,V,1,2,1,I162S2C46J2V1,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C46J2V1 | I162S2C46J2V2 | I162S2C46J2V3,MATCH_SIES_AMBIGUO,46
20251ADMP036,ADMP,ADMINISTRACION PUBLICA,O,3,4,1,I162S2C83J4V1,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C83J4V1 | I162S2C83J4V2,MATCH_SIES_AMBIGUO,83
20253IADM004,IADM,INGENIERIA EN ADMINISTRACION DE EMPRESAS,O,3,4,1,I162S2C76J4V1,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C76J4V1 | I162S2C76J4V2,MATCH_SIES_AMBIGUO,76
20251ICIB083,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20251ICIB083,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20251ICIB005,ICIB,INGENIERIA EN CIBERSEGURIDAD,D,1,1,1,I162S2C46J1V1,REGLA_TIPO_PLAN_JORNADA,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V3,MATCH_SIES_AMBIGUO,46
20251ADMP042,ADMP,ADMINISTRACION PUBLICA,O,3,4,1,I162S2C83J4V1,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C83J4V1 | I162S2C83J4V2,MATCH_SIES_AMBIGUO,83
20251TCIB006,TCIB,TECNICO EN CIBERSEGURIDAD,D,1,1,1,I162S2C47J1V1,REGLA_TIPO_PLAN_JORNADA,95%,5,OK_CARGA_PREGRADO,I162S2C47J1V1 | I162S2C47J2V1,MATCH_SIES_AMBIGUO,47
20252ICIB001,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20252ICIB001,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20253ADMP003,ADMP,ADMINISTRACION PUBLICA,O,3,4,1,I162S2C83J4V1,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C83J4V1 | I162S2C83J4V2,MATCH_SIES_AMBIGUO,83
20241TPAS083,TPAS,TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS,D,1,1,1,I162S2C57J1V1,REGLA_TIPO_PLAN_JORNADA,95%,5,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C57J1V1 | I162S2C57J2V1,MATCH_SIES_AMBIGUO,57
20252ICIB014,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20251IINF114,IINF,INGENIERIA EN INFORMATICA,V,1,2,,,PENDIENTE_GOBERNANZA,0%,,EXCLUIDO_SIN_MATCH_SIES,I162S2C1J2V1 | I162S2C1J2V4,MATCH_SIES_AMBIGUO,
20251IADM063,IADM,INGENIERIA EN ADMINISTRACION DE EMPRESAS,O,3,4,1,I162S2C76J4V1,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C76J4V1 | I162S2C76J4V2,MATCH_SIES_AMBIGUO,76
20251ADMP074,ADMP,ADMINISTRACION PUBLICA,O,3,4,1,I162S2C83J4V1,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C83J4V1 | I162S2C83J4V2,MATCH_SIES_AMBIGUO,83
20231IECSREOL074,IECSREOL,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN_JORNADA,95%,8,OK_CARGA_PREGRADO,I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V2 | I162S2C46J2V3 | I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20251ICIB057,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,OK_CARGA_PREGRADO,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
20241ICIB147,ICIB,INGENIERIA EN CIBERSEGURIDAD,O,3,4,3,I162S2C46J4V3,REGLA_TIPO_PLAN,95%,8,EXCLUIDO_DUPLICADO_INTRA_CODCLI,I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3,MATCH_SIES_AMBIGUO,46
