Sede	Comuna	Región	Orden Geográfico de Region	Cod.Carr.	Carrera Genérica	Nombre Programa	Mencion Especialidad	Horario	Tipo Programa	Área Conocimiento	Tipo Carrera	Ingreso Directo	Año Inicio Actividades	Campus	Duracion (en semestres)	Titulo	Grado Academico	Codigo SIES	Nivel Pregrado/Posgrado	Modalidad Programa	Especial	Facultad
Santiago	Santiago	Región Metropolitana	7	51514	Técnico en Administración de Empresas	TNS en Administración de Empresas		Diurno	Programa Regular	Administración y Comercio	Técnico Nivel Superior	Ingreso Directo	2024		5	Técnico Nivel Sup. en Administración de Empresas		I162S2C78J1V1	Pregrado	Presencial	Otro objetivo
Santiago	Santiago	Región Metropolitana	7	51506	Técnico en Administración de Empresas	TNS en Administración de Empresas		Vespertino	Programa Regular	Administración y Comercio	Técnico Nivel Superior	Ingreso Directo	2024		5	Técnico Nivel Sup. en Administración de Empresas		I162S2C78J2V1	Pregrado	Presencial	Otro objetivo
Santiago	Santiago	Región Metropolitana	7	51510	Técnico en Administración de Empresas	TNS en Administración de Empresas		Otro	Programa Regular	Administración y Comercio	Técnico Nivel Superior	Ingreso Directo	2024		5	Técnico Nivel Sup. en Administración de Empresas		I162S2C78J4V1	Pregrado	No presencial	Otro objetivo
Santiago	Santiago	Región Metropolitana	7	51512	Técnico en Logística y similares	TNS en Logística		Vespertino	Programa Regular	Tecnología	Técnico Nivel Superior	Ingreso Directo	2024		5	Técnico Nivel Sup. en Logística		I162S2C79J2V1	Pregrado	Presencial	Otro objetivo
Santiago	Santiago	Región Metropolitana	7	51513	Técnico en Logística y similares	TNS en Logística		Otro	Programa Regular	Tecnología	Técnico Nivel Superior	Ingreso Directo	2024		5	Técnico Nivel Sup. en Logística		I162S2C79J4V1	Pregrado	No presencial	Otro objetivo
Santiago	Santiago	Región Metropolitana	7	51502	Ingeniería  en Procesos Industriales y similares	Ingeniería en Automatización y Control Industrial  (P.E.)		Otro	Programa Especial	Tecnología	Profesional	Ingreso Directo	2024		4	Ingeniero en Automatización y Control Industrial		I162S2C22J4V2	Pregrado	No presencial	Continuidad (o articulación) de estudios
Santiago	Santiago	Región Metropolitana	7	45921	Ingeniería en Computación e Informática y similares	Ingeniería en Ciberseguridad		Otro	Programa Regular	Tecnología	Profesional	Ingreso Directo	2021	República	8	Ingeniero en Ciberseguridad			Pregrado	No presencial	Otro objetivo
Santiago	Santiago	Región Metropolitana	7	6677	Ingeniería en Computación e Informática y similares	Ingeniería en Informática		Diurno	Programa Regular	Tecnología	Profesional	Ingreso Directo	1990		8	Ingeniero en Informática		I162S2C1J1V2	Pregrado	Presencial
Santiago	Santiago	Región Metropolitana	7	6678	Ingeniería en Computación e Informática y similares	Ingeniería en Informática		Vespertino	Programa Regular	Tecnología	Profesional	Ingreso Directo	1990		8	Ingeniero en Informática		I162S2C1J2V4	Pregrado	Presencial
Santiago	Santiago	Región Metropolitana	7	6681	Técnico Programador Computacional	TNS en Programación Computacional		Diurno	Programa Regular	Tecnología	Técnico Nivel Superior	Ingreso Directo	1990		4	Técnico Nivel Sup. Programador Computacional		I162S2C2J1V1	Pregrado	Presencial
Santiago	Santiago	Región Metropolitana	7	6682	Técnico Programador Computacional	TNS en Programación Computacional		Vespertino	Programa Regular	Tecnología	Técnico Nivel Superior	Ingreso Directo	1990		4	Técnico Nivel Sup. Programador Computacional		I162S2C2J2V1	Pregrado	Presencial
Santiago	Santiago	Región Metropolitana	7	6683	Técnico en Administración de Redes Computacionales	TNS en Conectividad y Redes		Diurno	Programa Regular	Tecnología	Técnico Nivel Superior	Ingreso Directo	2002		4	Técnico Nivel Sup. en Conectividad y Redes		I162S2C6J1V2	Pregrado	Presencial
